index0,index1,index2,RAW_YPO_CMED
GLD,L,C,439.7599999999993
GLD,L,D,41.924800000000005
GLD,L,E,475.7021999999997
GLD,L,F,95.14029999999912
GLD,L,G,50.6929999999993
GLD,L,H,35.41030000000046
GLD,L,I,148.48790000000008
GLD,L,J,271.15079999999944
GLD,L,K,356.45989999999983
GLD,L,L,174.84059999999954
GLD,L,M,649.1723000000002
GLD,L,N,228.63529999999992
GLD,L,O,60.47260000000006
GLD,L,P,109.60370000000057
GLD,L,Q,59.42459999999983
GLD,L,R,71.64139999999998
GLD,L,S,122.23550000000023
GLD,M,A,130.7257999999997
GLD,M,B,680.9402000000009
GLD,M,C,916.0058999999983
GLD,M,D,275.5535999999993
GLD,M,E,1362.3394000000008
GLD,M,F,639.7572999999993
GLD,M,G,466.0732000000007
GLD,M,H,95.00799999999981
GLD,M,I,658.0658000000003
GLD,M,J,489.97229999999945
GLD,M,K,1148.8035000000018
GLD,M,L,525.1798999999992
GLD,M,M,2040.0139999999956
GLD,M,N,480.57730000000083
GLD,M,O,467.36109999999826
GLD,M,P,241.15049999999974
GLD,M,Q,248.61219999999958
GLD,M,R,253.23690000000033
GLD,M,S,156.36310000000003
GLD,N,A,1.406900000000178
GLD,N,B,10.445300000000088
GLD,N,C,31.40439999999944
GLD,N,D,3.4049999999999727
GLD,N,E,21.63680000000022
GLD,N,F,29.695500000000266
GLD,N,G,45.309600000000046
GLD,N,H,69.79060000000027
GLD,N,I,114.06490000000122
GLD,N,J,167.37040000000002
GLD,N,K,314.34569999999985
GLD,N,L,120.41759999999977
GLD,N,M,668.3781999999992
GLD,N,N,510.4403000000002
GLD,N,O,145.0620999999992
GLD,N,P,297.65270000000055
GLD,N,Q,83.91780000000017
GLD,N,R,256.1363000000001
GLD,N,S,48.72589999999991
GLD,O,A,0.5538999999999845
GLD,O,B,1.1433000000001812
GLD,O,C,6.511800000000676
GLD,O,D,1.8746999999999616
GLD,O,E,0.36380000000008295
GLD,O,F,0.34789999999998145
GLD,O,G,0.2778999999999314
GLD,O,H,0.08600000000001273
GLD,O,I,1.297099999999773
GLD,O,J,0.3592999999998483
GLD,O,K,0.0
GLD,O,L,0.5137999999999465
GLD,O,M,1.3312999999998283
GLD,O,N,1.2889000000000124
GLD,O,O,1.1049000000002707
GLD,O,P,0.11959999999999127
GLD,O,Q,0.0
GLD,O,R,0.7880000000000109
GLD,O,S,0.20429999999998927
GLD,P,A,1.8035999999999994
GLD,P,B,1.8146000000000129
GLD,P,C,7.025000000000034
GLD,P,D,3.1313999999999993
GLD,P,E,1.6487000000000052
GLD,P,F,0.4504999999999981
GLD,P,G,0.9774999999999991
GLD,P,H,0.7801999999999971
GLD,P,I,3.0168999999999926
GLD,P,J,1.1433999999999997
GLD,P,K,9.76120000000003
GLD,P,L,0.5944000000000074
GLD,P,M,3.63839999999999
GLD,P,N,2.4835999999999956
GLD,P,O,2.358000000000004
GLD,P,P,10.553699999999935
GLD,P,Q,2.645399999999995
GLD,P,R,0.4117999999999711
GLD,P,S,3.726600000000019
GLD,Q,A,0.0
GLD,Q,B,0.0
GLD,Q,C,5.357900000000086
GLD,Q,D,0.8280999999999992
GLD,Q,E,0.9589999999999996
GLD,Q,F,0.6397000000000013
GLD,Q,G,0.10139999999999816
GLD,Q,H,0.1844999999999999
GLD,Q,I,2.5168999999999997
GLD,Q,J,1.3025999999999982
GLD,Q,K,68.00859999999966
GLD,Q,L,0.0
GLD,Q,M,0.5272000000000006
GLD,Q,N,1.4992000000000019
GLD,Q,O,3.6791000000000054
GLD,Q,P,3.703499999999991
GLD,Q,Q,8.927699999999732
GLD,Q,R,1.031600000000001
GLD,Q,S,1.6145999999999994
GLD,R,A,0.7130999999999972
GLD,R,B,1.012900000000002
GLD,R,C,11.704399999999993
GLD,R,D,0.0478999999999985
GLD,R,E,2.2837999999999283
GLD,R,F,19.204799999999977
GLD,R,G,14.079899999999952
GLD,R,H,7.066600000000008
GLD,R,I,1.6012000000000057
GLD,R,J,13.266000000000076
GLD,R,K,8.69240000000002
GLD,R,L,2.3518000000000256
GLD,R,M,14.824699999999893
GLD,R,N,32.72430000000003
GLD,R,O,15.701099999999997
GLD,R,P,157.05870000000004
GLD,R,Q,29.094900000000052
GLD,R,R,146.89280000000053
GLD,R,S,3.401200000000017
GLD,S,A,3.599399999999946
GLD,S,B,9.546000000000276
GLD,S,C,16.10989999999947
GLD,S,D,2.6865999999999985
GLD,S,E,13.643500000000131
GLD,S,F,3.6620000000000346
GLD,S,G,5.435299999999984
GLD,S,H,1.4990999999999985
GLD,S,I,3.3476999999993495
GLD,S,J,7.64650000000006
GLD,S,K,2.7182999999998856
GLD,S,L,2.2364000000000033
GLD,S,M,14.405500000000075
GLD,S,N,4.99389999999994
GLD,S,O,3.4961999999999307
GLD,S,P,5.459599999999909
GLD,S,Q,36.58889999999997
GLD,S,R,5.6819000000000415
GLD,S,S,4.157100000000014
